50,20
[floor1]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,D1,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,T1,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,0,0,0,D3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,D1,0,0,0,0,-1,0,-1,D4,-1,-1,-1,-1,-1,0
0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0
0,0,0,0,0,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0
0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,-1,-1,D2,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,D2,0,0,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,K1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,D5,0,-1,0,0,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
0,0,0,0,0,0,0,0,0,K2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
