14,18
[floor1]
T1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,-1,A1,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
